paper_key,file,page,value,unit,topic,gravity_context,snippet
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,530,20,K,thermal condition,unspecified,ooling to room temperature. The temperature –time pro ﬁles rep- resent the nucleation behavior of the levitated droplets in terms of recalesence. These proﬁles indicate the presence of two nucleation events both at low (20 K) and high undercooling (240 K). The ﬁrst nucleation event corresponds to nucleation of the a2 phase whereas the second one is due to the nucleation of thee-phase via the peritectic reaction. The time difference between
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,530,240,K,thermal condition,unspecified,he temperature –time pro ﬁles rep- resent the nucleation behavior of the levitated droplets in terms of recalesence. These proﬁles indicate the presence of two nucleation events both at low (20 K) and high undercooling (240 K). The ﬁrst nucleation event corresponds to nucleation of the a2 phase whereas the second one is due to the nucleation of thee-phase via the peritectic reaction. The time difference between the appearances of two nucleat
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,530,10,K,thermal condition,unspecified,on. The time difference between the appearances of two nucleation events is found to vary from 0.5 to 4 s depending on the level of undercooling. The cooling rates are estimated from the temperature-time data to be about 10 K s/C0 1 for all the samples undercooled in the whole range studied. The cooling rate essentially controls the time spent by the sample between the primary recalescence and the solidus/eutectic temperature during which a
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,530,20,K,thermal condition,unspecified,"mary recalescence and the solidus/eutectic temperature during which a liquid-phase exists. Figure 23.8a –c show microstruc- tures of Fe75Ge25 samples solidiﬁed at different undercoolings. For low undercooled sample (DT ¼ 20 K), the solidiﬁed microstructure reveals the presence of residual a2 phase at the center of the dendrite, e-phase surrounding the a2 phase, and inter- dendritic e-b eutectic. The phases have been identi ﬁed by their compo"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,530,110,K,thermal condition,unspecified,"solidi ﬁed at higher levels of undercoolings, the microstructure predominantly consists of e-phase. The peritectic phase morphology described above could not be observed in any of the samples of undercooling larger than 110 K. Minute traces of b-phase outlining the original dendritic microstructure and occa- sional traces of a2 at the center of the e-phase could, however, be detected. Samples solidiﬁed at undercoolings near and above 160 K c"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,530,160,K,thermal condition,unspecified,"an 110 K. Minute traces of b-phase outlining the original dendritic microstructure and occa- sional traces of a2 at the center of the e-phase could, however, be detected. Samples solidiﬁed at undercoolings near and above 160 K contained only e-phase. No trace of a2 has been seen in this sample. In fact, cap morphology, which is a signature of 23.4 Nucleation Studies j519 Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide Univer"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,531,120,K,thermal condition,unspecified,"peritectic reaction, could not be observed in any of the samples with undercooling larger than 120 K. Figure 23.8c shows the SEM micrograph of a sample undercooled by 260 K prior to the ﬁrst nucleation event. One can ﬁnd that the microstructure consists predominantly of e with miniscule amount of a2. The presence of b"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,531,260,K,thermal condition,unspecified,"peritectic reaction, could not be observed in any of the samples with undercooling larger than 120 K. Figure 23.8c shows the SEM micrograph of a sample undercooled by 260 K prior to the ﬁrst nucleation event. One can ﬁnd that the microstructure consists predominantly of e with miniscule amount of a2. The presence of b was white network delineating the dendritic structure can also be found."
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,531,> 110,K,thermal condition,unspecified,"of nearly pure e-phase. The negligible amount of residual a2 and progressive disappearance of inter-dendritic eutectic in different samples clearly indicate that for the samples solidiﬁed at undercoolings larger thanDT > 110 K, there are three solidiﬁcation paths. The ﬁrst possibility is that thee-phase nucleates directly from the undercooled melt and grows to form theﬁnal microstructure. To probe this, these samples have been investigated by"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,531,20,K,thermal condition,unspecified,"(c) Microstructures of Fe-25 atom% Ge alloy droplets samples solidified at different undercoolings: (a) as-cast microstructure illustrating phase identification: dark phase isa, gray phase is e, and white phase is b; (b) 20 K; (c) 260 K [10]. 520j 23 Solidification of Peritectic Alloys Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide University, Wiley Online Library on [22/04/2026]. See the Terms and Conditions (https://onli"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,532,193,K,thermal condition,unspecified,cycles with undercoolings varying from as low as 13 to 193 K indicate a constant and reproducible sequence of phase formation. A typical thermal cycle and the synchro- tron spectra taken during the solidi ﬁcation are shown in Figure 23.9a. The ﬁrst recalescence corresponds to the
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,533,0,k,thermal condition,unspecified,"l3 f ¼/C0 64cTD Hm0ð1/C0 keÞ 2/C0 1 n /C18/C19 lnðXeu=XLÞ Xeu/C0 XL tf ð23:3Þ According to this expression, the value of the secondary spacing depends crucially on the time of solidi ﬁcation, tf. The secondary arms evolve for a long time after th"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,533,23,mm,length scale/microstructure,unspecified,"ation in the respective temperature–time proﬁle of the solidi ﬁcation experiment. This results in lower limit of time available for coarsening to be 10 s. Using this astf, the estimation yields a secondary arm spacing of 23 mm. This value is close to the observed values from the microstructures. Taking the diffusivity of Ge in bcc Fe at 1435 K as 7 :033 /C2 10/C0 13 m2 s/C0 1 [26], and the maximum time duration between the ﬁrst appearance of"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,533,1435,K,thermal condition,unspecified,"available for coarsening to be 10 s. Using this astf, the estimation yields a secondary arm spacing of 23 mm. This value is close to the observed values from the microstructures. Taking the diffusivity of Ge in bcc Fe at 1435 K as 7 :033 /C2 10/C0 13 m2 s/C0 1 [26], and the maximum time duration between the ﬁrst appearance of e-phase till complete disappearance of a-phase to be about 10 s, leads to a diffusion distance of 2.6 mm. Thus, the dif"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,533,2.6,mm,length scale/microstructure,unspecified,"Ge in bcc Fe at 1435 K as 7 :033 /C2 10/C0 13 m2 s/C0 1 [26], and the maximum time duration between the ﬁrst appearance of e-phase till complete disappearance of a-phase to be about 10 s, leads to a diffusion distance of 2.6 mm. Thus, the diffusion distance in solute is much smaller than secondary arm spacing suggesting that the peritectic reaction (which is limited by solute diffusion in solid phase) is not likely to go to completion. A third"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,533,165,K,thermal condition,unspecified,p are frequently observed and are usually massive/martensitic in nature [27]. Figure 23.10a displays a bright- ﬁeld micrograph showing the growth of e-phase from the primary a2-phase obtained from a sample undercooled by 165 K. Figure 23.10b shows selected area diffraction patterns taken from both the phases indicating ordered nature of the phases. Figure 23.10c is the dark- ﬁeld micrograph taken from the e-phase using a superlattice re ﬂecti
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,534,25,at%,alloy composition,microgravity/space,"ling are high. In the following, we shall discuss these different stages citing examples from the literature providing a basis for application of more recent theories. Figure 23.10 Transmission electron microscopy of Fe-25 at% Ge sample undercooled to 165 K and solidified: (a) low magnification, bright-field image; (b) SAD pattern of e-phase taken with the ½1 /C22100 /C138 zone showing ordered nature; (c) dark-field image from super-lattice r"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,534,165,K,thermal condition,microgravity/space,", we shall discuss these different stages citing examples from the literature providing a basis for application of more recent theories. Figure 23.10 Transmission electron microscopy of Fe-25 at% Ge sample undercooled to 165 K and solidified: (a) low magnification, bright-field image; (b) SAD pattern of e-phase taken with the ½1 /C22100 /C138 zone showing ordered nature; (c) dark-field image from super-lattice reflection of ð1 /C22210 Þ showi"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,536,20,wt%,alloy composition,unspecified,"al thickness of the plate can be estimated as RC ¼ c DGm Vm ð23:7Þ in which, c ¼ cbL þ cab /C0 caL, DGm is the driving force, and Vm is the molar volume of liquid. This model was compared with experimental results of Cu-20 wt%Sn and Ag-15 wt%Sn alloys solidi ﬁed at different solidi ﬁcation velocities. The results are summarized in Figure 23.12. The value ofc is not known in the literature for different Figure 23.12 Predicted and observed peri"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,536,15,wt%,alloy composition,unspecified,"the plate can be estimated as RC ¼ c DGm Vm ð23:7Þ in which, c ¼ cbL þ cab /C0 caL, DGm is the driving force, and Vm is the molar volume of liquid. This model was compared with experimental results of Cu-20 wt%Sn and Ag-15 wt%Sn alloys solidi ﬁed at different solidi ﬁcation velocities. The results are summarized in Figure 23.12. The value ofc is not known in the literature for different Figure 23.12 Predicted and observed peritectic phase thi"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,536,20,wt%,alloy composition,unspecified,"ﬁcation velocities. The results are summarized in Figure 23.12. The value ofc is not known in the literature for different Figure 23.12 Predicted and observed peritectic phase thickness due to peritectic reaction in Cu- 20wt%Sn and Ag-15wt%Sn solidified at 1 and 100 mm min /C0 1 [28]. 23.5 Growth j525 Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide University, Wiley Online Library on [22/04/2026]. See the Terms and Conditio"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,536,100,mm,length scale/microstructure,unspecified,"ized in Figure 23.12. The value ofc is not known in the literature for different Figure 23.12 Predicted and observed peritectic phase thickness due to peritectic reaction in Cu- 20wt%Sn and Ag-15wt%Sn solidified at 1 and 100 mm min /C0 1 [28]. 23.5 Growth j525 Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide University, Wiley Online Library on [22/04/2026]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-an"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,537,20,wt%,alloy composition,unspecified,"systems. Therefore, the calculated thickness of the b-phase is plotted as a function of interfacial energy. For Cu-20wt%Sn, one can ﬁnd that experimental results match reasonably well with the theoretical prediction. However, the value c required to ﬁt the experimental ﬁndings for faster solidi ﬁcation has to be increased by ﬁve times, wh"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,537,15,wt%,alloy composition,unspecified,"sults match reasonably well with the theoretical prediction. However, the value c required to ﬁt the experimental ﬁndings for faster solidi ﬁcation has to be increased by ﬁve times, which is very high. In the case of Ag-15 wt% Sn alloy, there is no match between the experimental ﬁndings and predicted values. This difference has been attributed to several factors [28]. These include the presence of thermal gradient, error involved in computing"
