paper_key,file,page,value,unit,topic,gravity_context,snippet
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,60,5,ms,gravity/time/facility,microgravity/space,"on in a Ti 37Zr42Ni21 droplet cooling through 680 /C14 C in EML. TEMPUS coils and parameters are for 50 A positioning, and 0 A for heating currents [6]. (a) Velocity and streamlines. The maximum velocity of 1.9 /C2 10/C0 5 ms /C0 1 occurs on the surface. The flow is four loops, outward at the equator, and inward at about /C6 45 /C14 . (b) Shear rate. The maximum of 0.05 s /C0 1 occurs at the separation point at the equator with secondary max"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,160,1000,ms,gravity/time/facility,microgravity/space,"ﬁcation. The study is focused on drop tube processing (DTP) experiments and the related technology of powder production by melt spraying. In DTP, transients are important due to the small processing times (between 1 and1000 ms).The secondgoal is toapplythedeveloped theoreticalapproach to the analysis of phase selection of a drop tube processed ternary Nd –Fe–B alloy. In this chapter, a model of phase evolution during rapid solidiﬁcation is pr"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,184,0,ms,gravity/time/facility,earth/1g,stallize these phases because the ratio Table 8.1 Physical properties used in the theoretical calculation in Fig. 8.3. Parameter Unit Value Cp Jk g/C0 1 K/C0 1 443 T K 1670 T0 K 300 r kg m/C0 3 7870 rg kg m/C0 3 0.1785 V0 ms /C0 1 0.1422 e — 0.1 G ms /C0 2 9.8 mg kg m/C0 1s/C0 1 0.00 002 kg Wm /C0 1K/C0 1 0.1422 Figure 8.3 Cooling rate and temperature of droplet as function of flight time and diameter. 8.3 Undercooling Solidification of Fe
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,373,6,ms,gravity/time/facility,microgravity/space,"city and low undercooling where the stream velocity is compa- rable with or greater than the dendrite velocity: U /C21V. Qualitatively, one may estimate from Figure 16.5 that, due to the forcedﬂow with the velocityU ¼ 0:6ms /C0 1, the growth velocity of the parabolic platelet increases at the undercoolingDT ¼ 100 K about one order of magnitude: from 0.015 to 0.15 m s /C0 1. We have to specially note again that the results of the calculatio"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,375,0,ms,gravity/time/facility,microgravity/space,"oncentration of the second component, that is, with C0 ¼ 0 at% (consistent with the solution of Bouissou and Pelce [29]); . equations for the dendrite growth into the stagnant undercooled binary mixture, that is, withU ¼ 0ms /C0 1 (consistent with the solution of Ben Amar and Pelce [30]); . equations for dendritic growth in the ideal (nonviscous) media, that is, withn ! 0 (consistent with the solution of Ben Amar et al . [27]). In an exampl"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,375,6,ms,gravity/time/facility,microgravity/space,"velocity is comparable with or greater than the dendrite velocity:U /C21V. Qualitatively, one may estimate from Figure 16.7 that, due to forced ﬂow with the velocity U ¼ 0 . 6ms/C0 1, the tip radius of the parabolic platelet essentially decreases at the undercooling DT ¼ 100 K almost about one order of magnitude: from 3 :8 /C2 10/C0 7 m to 1 :3 /C2 10/C0 6 m. As a result, for this undercooling,"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,561,528,sec,gravity/time/facility,microgravity/space,"nd microgravity EML 40 Rietveld analysis 467 rotating drop, velocity 36 s scanning electron microscopy (SEM) 53, 178, 264, 267, 405, 406, 413, 439, 459, 463, 467, 520 Scheil–Gulliver model 467, 471, 474 Scheils equation 528 secondary dendrite arm spacing (SDAS) measurement 477, 478 Seebeck coefﬁcient 446, 447 selected-area diffraction (SAD) 523, 532, 535 – analysis of 532 short drop tubes 4, 5 Si crystallization, containerless 270 –274 Si–Ge a"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,24,1,mm,length scale/microstructure,microgravity/space,"plets, drop towers to process individual drops during free fall, and levitation techniques. Small drop tubes are quite suitable to study the statistics of phase and microstructure formation of particles on size less than 1 mm. The droplets are solidifying during free fall inside the drop tube. Thus, drop tubes are in house facilities to study solidi ﬁcation under reduced gravity conditions. For instance phase selection diagrams can be constr"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,25,2 –3,mm,length scale/microstructure,microgravity/space,"levated temperature since levitations needs a minimum power absorption to guarantee a freely suspended drop [5]. This boundary condition is circumvented by applying electrostatic levitation. Here, a sample in diameter of 2 –3 mm is electrically charged up and levitated in a strong electrostatic ﬁeld. In most cases a laser is used to heat the sample [6]. Whereas the electromagnetic levitation is a self-stabilizing method, the electrostatic levit"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,27,1,mm,length scale/microstructure,microgravity/space,"e and supersaturated Al ss solid solution are found. The mass fraction of Alss phase increases with droplet size (decreasing cooling rate) on the expense of T-phase. At largest droplet size of drops in the order of about 1 mm in diameter, also the equilibrium intermetallic phase Al6Mn is crystallized. Calculations of nucleation–kinetics plots reproduce the experimentally observed phase-selection behavior of drop tube processed Al 88Mn12 allo"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,27,1000,mm,length scale/microstructure,microgravity/space,"sure of 2 bars through the small bore. The droplets solidi ﬁed during free fall through the drop tube they are collected at the bottom of the drop tube and are sorted by meshes in different size groups ranging from 50 to 1000 mm diameter. Since the droplet diameter scales with the cooling rate at which the droplets cool down, drop tubes are quite suitable to study statistical processes of phase selection and their temperature –time–transformati"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,41,2 –4,mm,length scale/microstructure,earth/1g,"ﬃﬃﬃ 2z dx /C18/C19 2 þ 1 s ð1:21Þ k is a geometrical factor regarding the distance of the sample and the lateral electrodes. For conducting an experiment using the electrostatic levitator, the sample in diameter of about 2 –4 mm is placed at the lower electrode, which is grounded. The high-voltage power supply is switched on and electrostatic ﬁeld between upper and lower electrode in the z-direction is built up. At the same time the sample is c"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,42,115–350,nm,length scale/microstructure,microgravity/space,"tion. Therefore, the voltage has to be increased to keep the sample levitated. To facilitate recharging of the sample during levitation a focused ultraviolet light source with a high energy of several electronvolts ( l ¼ 115–350 nm) is used. In addition to this procedure, the sample is also recharged at elevated temperatures by thermionic emission of electrons. More details about the electrostatic levitator build up and operated at DLR can be foun"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,42,2,mm,length scale/microstructure,microgravity/space,"constant initial voltage, the time is approximated which elapses until the sample hits the electrode. This time is used to estimate the minimum sampling rate required for positioning. For a silicon sample in diameter of 2 mm the sampling rate is 2 /C2 10/C0 3 s [45]. Electrostatic levitation offers the advantage that positioning and heating are decoupled in contrast to electromagnetic levitation. Heating is realized in electro- static levit"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,63,6,mm,length scale/microstructure,earth-vs-microgravity comparison,priori information about emissivity of the sample or transmissivity of the optical path. Rathz found in independent validation 0.40.30.20.10.0 Laminar-turbulent transition X X X X Ground EMLMSL-1 ESL 8 mm diam 7 mm diam 6 mm diam Flow velocity (m s–1) 3000200010000 Laminar-Turbulent Transition Ground EMLMSL-1 ESL 8 mm diam 7 mm diam 6 mm diam Reynolds number Figure 2.7 Ranges of convection in terms of velocity and Reynolds number for ESL an
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,63,7,mm,length scale/microstructure,earth-vs-microgravity comparison,e with noa priori information about emissivity of the sample or transmissivity of the optical path. Rathz found in independent validation 0.40.30.20.10.0 Laminar-turbulent transition X X X X Ground EMLMSL-1 ESL 8 mm diam 7 mm diam 6 mm diam Flow velocity (m s–1) 3000200010000 Laminar-Turbulent Transition Ground EMLMSL-1 ESL 8 mm diam 7 mm diam 6 mm diam Reynolds number Figure 2.7 Ranges of convection in terms of velocity and Reynolds number
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,63,8,mm,length scale/microstructure,earth-vs-microgravity comparison,temperature with noa priori information about emissivity of the sample or transmissivity of the optical path. Rathz found in independent validation 0.40.30.20.10.0 Laminar-turbulent transition X X X X Ground EMLMSL-1 ESL 8 mm diam 7 mm diam 6 mm diam Flow velocity (m s–1) 3000200010000 Laminar-Turbulent Transition Ground EMLMSL-1 ESL 8 mm diam 7 mm diam 6 mm diam Reynolds number Figure 2.7 Ranges of convection in terms of velocity and Reynol
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,79,1.5,mm,length scale/microstructure,microgravity/space,"ed gravity. The height of the drop tube limits the maxi- mum alloy drop size, which can be solidi ﬁed during free fall. The drop tube at DLR, Cologne, is 8 m high and allows producing Cu–Co drops of a maximum diameter of 1.5 mm. The set of drops has to be separated into size classes by mechanical sieving. The cooling rate of an individual drop is mainly a function of its composition and of its radius [18]. Within a single size class, the drops"
